"SHA","Message","Build status"
"47bb748505933aa5431017445ca21cfd70dcb425","Merge pull request #158500 from microsoft/tyriar/158238","1"
"f3215d56813a70914796d9aa1f3e9829b23d9278","Merge pull request #158369 from microsoft/aiday/refactoringStickyScroll","1"
"519082320b9e361f08b695295075c80fa5e57ce6","Merge branch 'main' into mlively/newCellPasteBug","1"
"69c8ac5ef2c35b81cd45c827e3be93701ff03e6d","Add border radius to merge editor button (#158508)","1"
"028186209f6b4db55b9cf10ab7edb26206ef237c","Merge pull request #158377 from microsoft/joh/reduced-bear","1"
"559ebf8777f5e1bce3f39b59ff44dae184366221","Merge pull request #158275 from microsoft/sandy081/christian-ox","1"
"e0a398369747b72f4cbe23f98907e0b86b8ea41b","Merge branch 'main' into joh/reduced-bear","1"
"55ab801cfba0b91db2e41e1779dc82f832613463","Merge branch 'main' into sandy081/christian-ox","1"
"b08f38c035254bb6cd5254d5a8e785af1b7099a8","Merge pull request #158410 from microsoft/dev/joyceerhl/clinical-donkey","1"
"60bd040a546da721b7881dd8290ad8685f56de96","make git's `openMergeEditor` user-facing command and show it for editors that have conflicts","1"
"a8bc9c8c13d67926154df2faacec4e74035feae2","Merge editor cleanup bugfix (#158373)","1"
"95d21cbc37ccc323fca5a7dab22ecefb41e3d608","Merge pull request #157654 from microsoft/tyriar/fish_lang","1"
"1906e4038a159693793779c97c323cafdcb9c40a","Merge pull request #158361 from microsoft/aiday/issue157757","1"
"1f86576cb95925e79d92c8af04424680bb144945","Merge pull request #158307 from microsoft/joh/calm-alligator","1"
"b2bf3e4dd829309a7612cc944076eb6a0cdc24e2","Merge branch 'main' into etriebe/add_firstmatchcanbeweak_option","1"
"3edcbec59a15e6bec9538d37b9ac47702d90a3a4","Implements conflict marker folding in the merge editor result editor (#158288)","1"
"d6e93d9eccd7de3863e4c1b4870dba5261479242","Merge branch 'microsoft:main' into exit-code-is-not-restored-when-PROMPT_COMMAND-is-an-array","1"
"c56dd9462419ea93dff35eb325065f50e7b77184","Merge pull request #158198 from microsoft/tyriar/158120","1"
"aa0e7b731a74edc34c1498bc19d3c520f6f2abf1","Merge pull request #157559 from ChaseKnowlden/cheerful-pigeon","1"
"ca6a6317ce1f71599dba1cba655198ba305a1e45","Merge pull request #156965 from FantasqueX/patch-2","1"
"f250d3f77e99f7d082ff6b94dd9f318e000cd261","Merge pull request #158127 from zgracem/improve-fish-integration","1"
"f7c7130c9ae2603f282c529e9010c649518c9abc","Merge pull request #158140 from jeanp413/fix-155030","1"
"99e003463f734f8a1cbf5d67f89a74bfb619455d","Merge pull request #158051 from microsoft/tyriar/157890","1"
"3da9f3f87889a5e24fa6b82b36f0266c3393679a","Merge pull request #158004 from microsoft/sandy081/aesthetic-elephant","1"
"7dd5f05b6edd531e6945a41df25c6eb9c276017f","Enable conflict marker decorators even if merge editor is enabled. (#157982)","1"
"e7360ef52dc17c214263291697b7f20ad89d9cbb","Merge pull request #157988 from microsoft/aiday/issue157802","1"
"74f8a781d0d4615889139132adc53f6a378f0490","Merge pull request #157923 from amunger/interactiveExecute","1"
"485e6c9b17e1a0cc375bfdcb4f7da562e737073f","Merge pull request #157900 from microsoft/tyriar/157611","1"
"67cd95c4ec17b112638df306668a6333c0f7b381","Merge pull request #157707 from microsoft/maximum-slug","1"
"c3e6bd21d494ef2b848e235addab417f3c7f3171","Merge pull request #157803 from microsoft/benibenj/treeItemContextFromCommand","1"
"6886750c224e209b179048391e0ef97d620c2cb3","Merge pull request #157711 from microsoft/tyriar/157298","1"
"ed3c69364a23fc91b69d837db7b9f76f72c07c82","Merge pull request #157723 from microsoft/rebornix/nb-document-hash","1"
"f6a746fc466b0d135c62d7290c37823c28705769","Merge pull request #157070 from microsoft/dev/joyceerhl/advanced-tiger","1"
"618fff800ea104fe3ad4f1c0e5c0a773cd67b5d8","Merge pull request #157790 from microsoft/157444","1"
"18e2c39c0c8ccb9a8d28cacfc25bd28b367fb106","Remove `donotShowContainerTitleWhenMergedWithContainer`","1"
"ed499223468888a13f897245ec48616f8fedad48","Merge branch 'main' into benibenj/treeItemContextFromCommand","1"
"60768058fd95d6e065fd4dc289d0def18accf13c","Merge pull request #157778 from kidonng/patch-1","1"
"9a9378d26f05e7c4ca15620057d7ccf2c3a110be","Merge pull request #157631 from emeric-martineau/fix/prompt_command","1"
"ca824e6c14587ebe88da902388ce1492d9cf9521","Improves merge editor dev commands (#157706)","1"
"a7f9339b68ddd8a9fda45f330c7bc36e18ac0209","Merge pull request #157291 from zgracem/fish-shell-integration","1"
"a5abda784d53fd9a4a028948e2797244404000b7","Merge pull request #157697 from microsoft/143769","1"
"0fd84b574605666359b58ee8541c327cd80b192b","Merge pull request #157684 from microsoft/tyriar/133542_2","1"
"41d9c4965977f48091c37d7a0190b3b8241af8e6","Merge pull request #157635 from microsoft/tyriar/finalize_si_2","1"
"4d186827a7e47bc466beede51b8ca138f71f085a","Merge pull request #157653 from microsoft/130231","1"
"de2ae1da8ac8534a74aad7d43f24a8a16876cd9a","Merge remote-tracking branch 'origin/fish-shell-integration' into fish-shell-integration","1"
"2ecea7fa70b94d44b8bd2bf9b5b25c00f213bc53","Merge pull request #157483 from microsoft/aiday/refactoringStickyScroll","1"
"b41684837fc92a621d79940f6f34ae6f1591399b","Merge pull request #157516 from microsoft/benibenj/disabledTreeItem","1"
"1c82bb3c6df7b6365a4b9893a2b8da7b8d563f4a","Merge pull request #157582 from microsoft/dev/joyceerhl/digital-mink","1"
"fa3d9cb22c0bdc88b67209a752ae5cec6b49bb84","Merge branch 'main' into etriebe/add_firstmatchcanbeweak_option","1"
"aafaebd5c19f4b518384ebd468ff26e0908564bd","Merge branch 'main' into fish-shell-integration","1"
"28c025e45d9d37a82a34deb260633b79b4c1d257","Merge pull request #157377 from pingren/fix/terminal-cwd-unicode","1"
"13429c254b99fdc0b1d28056d5fd5e43e95f5c07","Merge pull request #157535 from microsoft/tyriar/157524","1"
"029b9bcc1c6274b074439ef7b30d5a74fae5105a","Merge branch 'main' into fix/terminal-cwd-unicode","1"
"f3d5abc4979aa81c6ebb935d32806d588cda8cb3","Merge pull request #157505 from microsoft/tyriar/157417","1"
"c23afced7dc031ea5da246a40a49665d92523c25","Merge pull request #157509 from microsoft/sandy081/subtle-halibut","1"
"23a31cb18dd122931ac26c0f1f1e47b85c75746f","Merge pull request #156071 from MonadChains/selection-bug","1"
"dae1f74098a268de68b6acb27df615a9f486732e","Merge branch 'main' into selection-bug","1"
"34f184263de048a6283af1d9eb9faab84da4547d","Merge pull request #157487 from microsoft/isidorn/hissing-chinchilla","1"
"afbe9605e56c31538d95365d306e21ddfb951d55","Merge pull request #156486 from gjsjohnmurray/fix-156481","1"
"66aef7979d4695d31750ada0748f316b76500a80","Merge branch 'main' into fix-156481","1"
"60f1e28df60f2280aa2f8c9f89a5adbad7cdbeda","Merge pull request #157330 from microsoft/tyriar/reattach","1"
"cb79d015557d546d0d48cea97d7fc3ac0d3dc590","Merge pull request #157350 from microsoft/tyriar/fix_ps1_tests","1"
"938ad8b418bdc793bb7da80ab2165513745ce0b5","Merge pull request #157272 from microsoft/tyriar/157226","1"
"b01f24b6f92540e80375323b3567bab42d656d04","Merge pull request #157348 from microsoft/merogge/z","1"
"7745a4595f6dea2e1df0d2dcb0074890cd4db297","Merge pull request #157270 from microsoft/tyriar/157083","1"
"7888ff3a6b104e9e2e3d0f7890ca92dd0828215f","Merge pull request #157256 from microsoft/isidorn/distinctive-bovid","1"
"c0560907e9af72fddc558b4d6ca8b6f232f9d018","Merge pull request #157171 from mjbvz/able-rooster","1"
"0af9e099c973a4a18ab99a1247ca78f335ea6aba","Merge pull request #157101 from microsoft/aiday/issue156999","1"
"9ad7a046699b9c196eaf3dcbfd1d406c82a161c1","Merge pull request #156058 from babakks/add-fish-history","1"
"689f5036ea60532e13416c9550efba6c0e568d0e","Merge branch 'main' into add-fish-history","1"
"b91245de85dc5429ad340fa491abaa4510da4ec4","Merge pull request #157094 from microsoft/tyriar/156503","1"
"8ba9963c2edb08d54f2b7221137d6f1de79ecc09","Merge pull request #157091 from microsoft/aiday/issue157054","1"
"5a986e360ce492fe674fbc10e960a5dbeb2be59b","Merge pull request #157089 from microsoft/tyriar/155234","1"
"ce3d9d0accc927d6436bffe6c5c88f53c2ccc643","Merge branch 'main' into electron-19.x.y","1"
"e1c952371a0cc1628ba7e0ddf64e5395730d3487","Merge pull request #157037 from microsoft/dev/joyceerhl/tory-leopard","1"
"5d4730dbec4b3f81a92722b6d64b6ecd43271495","Merge pull request #157029 from microsoft/rebornix/notebook-no-test-skip","1"
"62af9e993f17be832601e976a5b59266581316ea","Merge branch 'main' into add-fish-history","1"
"a17876551e110f7d056efc6b6a37a9783f6295fa","Merge pull request #157005 from microsoft/tyriar/155955_2","1"
"11cea7dfb79b4bcbea2b99f3c955a7636ddeac58","Merge pull request #156993 from microsoft/tyriar/xterm5","1"
"9aea0a6c112941c0635b635da91fefecd7dbfd38","Merge pull request #156994 from microsoft/aiday/issue-156881","1"
"67a6b6c80d0ab1bcae89db2e8a2a99985f90fd7c","Merge pull request #156992 from microsoft/aiday/issue156744","1"
"9acb4a7496594f06927901e4e7c92bfea1d35a32","Merge pull request #156133 from microsoft/hediet/bracket-pair-colorization-performance","1"
"827d54a687e14048ed9a945c9e235b0b558c16f7","Merge branch 'main' into hediet/bracket-pair-colorization-performance","1"
"f0207c0abbb2150386d71ec673360565ebdca2d3","Merge pull request #156792 from microsoft/sandy081/extensive-sparrow","1"
"59cd6e48d8a94bcf591c07167fe0270c8b433ef9","Merge pull request #156807 from microsoft/tyriar/156806","1"
"b84c21a79bab16d8dcd605a396db8a7d59f433ad","Merge pull request #156650 from microsoft/alexd/issue-156645","1"
"6f5460671dd5b8de073f7a72b5a7361212d9cce8","Merge pull request #156619 from microsoft/mlively/ipynbRender","1"
"78f402334ca2ec69d0ac8404a02651553f038c1b","Merge pull request #156578 from aiday-mar/aiday/semanticScroll","1"
"bd9ff90a64cd0208d260ba18e71e3cf02232e128","Merge branch 'microsoft:main' into aiday/semanticScroll","1"
"35042f531626962c7bad6f6729fc7fe8c031a97e","Merge pull request #156563 from microsoft/joao/inadequate-swan","1"
"0397ca4a4843cca225a88810c95bc60da537ca45","Merge pull request #156562 from microsoft/alexd/sticky-scroll-improvements","1"
"562281e08b984cd11abc84c0a915c843716120aa","Merge pull request #156466 from microsoft/hediet/model-disposed-bugfix","1"
"c6037c9e57315d896e58e3f9aa5af0d52abc6a57","Merge pull request #156469 from microsoft/mlively/esbuild-support","1"
"6cb10e9cfa016c5c773f3fb4d7821f2da33f2d61","Merge pull request #156475 from microsoft/dev/joyceerhl/statistical-magpie","1"
"31266e21424152d9146f32ee74bc6a4bc6e91c0c","Fixes #156180 by tweaking merge editor result shadow & gutter width (#156463)","1"
"f0b500d54109f0acf5f3f8e5e7d93f93d5af879f","Merge pull request #156460 from microsoft/revert-156450-hediet/monarch-bracket-pair-matching","1"
"d391f2c1ffcd270bce8c85d810e4b8a0f3822fa3","Merge pull request #156313 from juihanamshet1/modifying-bracket-completion-range","1"
"c12aa6da6fca058af60a9d5e7419d7ff763a7df6","Merge pull request #156430 from aiday-mar/aiday/semanticScroll","1"
"4cab11e346d7ffddab53728aa94503b2fa068fa4","Merge branch 'microsoft:main' into aiday/semanticScroll","1"
"4372050da37ed58d6bb8d3fee64e133c1320aeb8","Merge pull request #156094 from FantasqueX/patch-1","1"
"45e0ad107ab50573c8c089338ee10d65aa3889fc","Merge pull request #156306 from aiday-mar/aiday/semanticScroll","1"
"dd807977b119e930caef3526031e9a2fdaaac4e5","Merge branch 'main' into modifying-bracket-completion-range","1"
"eca4972002906eff6e936e6f4625b51725e37761","Merge branch 'main' into patch-1","1"
"13b1427953e2d1b0e691cb60cdd2163a1a78d027","Merge branch 'main' into justin/widgetPreview","1"
"3cc267b93b47f19e885afbd2f2c4f2a2941c974b","Merge branch 'microsoft:main' into justin/widgetPreview","1"
"9623b43abe248422e9e59bc9c226e0d4bddc1cd7","Merge pull request #156349 from microsoft/mlively/ipynbMarkdownRenderer","1"
"e4ed3e085524e3947308126fab86cb6ebee85675","Merge pull request #155506 from microsoft/hediet/bp2-usage-telemetry","1"
"d392b284c22d31b79174ff120e59e471860604ae","Merge branch 'main' into hediet/bp2-usage-telemetry","1"
"89b035aa3de34fb1b956c0533a3b86ddb4866f5b","Merge pull request #155977 from aiday-mar/aiday/semanticScroll","1"
"ee903b00b73d9b90ab33004b6bd3e3c876f3a7b6","Merge branch 'microsoft:main' into aiday/semanticScroll","1"
"b2d1545f1585c5b4f09c3369a78646edf27d9937","Fix bug in merge editor dev commands (#156155)","1"
"c1b16a3a353c82502f18e3e3c2408330c19ad959","Merge pull request #155974 from justschen/justin/CodeActionMenu-Widget","1"
"1e7907e8f8bd4f0fb560d50f4bbd15be5274235e","Merge branch 'microsoft:main' into issue/155543","1"
"2b2f9f74ee71b5947a4878728a914cf5dcc19e89","Merge branch 'main' into aiday/semanticScroll","1"
"9428c6650b8107e24565dde466268f0e7ec903e2","Merge pull request #155777 from Yoyokrazy/temp","1"
"82fda354756a0a38ce94e719213d46121a363f2f","Tweak merge editor dev command names (#155978)","1"
"0c4187895d19367ea8dcdabe2b9d56e72402823d","Merge pull request #155916 from microsoft/tyriar/155817","1"
"9ba5ee22fa8c853841da5a91927b5a4c6e934fd1","Merge pull request #155975 from microsoft/tyriar/155232","1"
"739f0c450f8e05fa12d56d1707ea45b821073ead","Merge pull request #155962 from microsoft/tyriar/fix_link_test","1"
"db13aa67d5c623d297bb352677e2468ed116a771","Merge pull request #155968 from microsoft/tyriar/actual_return_symbol","1"
"b8876a2d60a7d521e89f589f6436e1e204c20c93","enable merge editor by default (#155937)","1"
"13ba7bb446a638d37ebccb1a7d74e31c32bb9790","Merge pull request #155921 from microsoft/tyriar/skip_test","1"
"6293fa11bc2b1c6b412cfd141722da58cf45bdf3","Merge pull request #155904 from microsoft/tyriar/155532","1"
"517aad847d5ce53a49a03f8bd316e35399006676","Merge pull request #155877 from microsoft/tyriar/155872","1"
"f0375cc1568b9163f9fb11887f858bcce48ac033","Merge branch 'main' into tyriar/155872","1"
"19f63c6126ccf9476c483bcc79b1922b973901bc","Merge pull request #155873 from microsoft/tyriar/155871","1"
"2cb7539f3a56860ebdf896ec84d94efec21564e4","bump distro to solve merge conflict (#155876)","1"
"7dc8e247b7583c79659ca6c8c6ff6605ec1cf991","Merge pull request #155607 from microsoft/tyriar/locate_cli","1"
"bbbae594da8035c790c7f62bb8a80fe588daaecd","show ""Accept Merge"" only for files currently under conflict. (#155822)","1"
"3f454e92113e89bb3ae3247e412c04636dc183c4","Merge pull request #155666 from justschen/justin/CodeActionMenu-Widget","1"
"565b23b88c81874896c807d092f1f3031c2681d4","Merge branch 'main' into justin/CodeActionMenu-Widget","1"
"316cf3e57ea591fbb965cfc268a7706184e3c68f","Merge pull request #155741 from microsoft/tyriar/155648","1"
"40ca7ae5ba3eb55ad4408d6d29c22eea629148f5","Merge pull request #155606 from microsoft/tyriar/tasks_args","1"
"7a1f7101dbc3ca27ac222fc06a6d7d17eb5ce1b7","Merge pull request #155701 from microsoft/joh/realistic-duck","1"
"7cdaa5792853b34e99c334ee30c5f8220d0944f7","also default to opening merge editor when conflict is about adding (#155711)","1"
"9440d5c6b5c9fcc086995155855dc460f0a15af3","Merge pull request #155642 from microsoft/tyriar/153550","1"
"650e4b5e68d22d111ed22e571c274ddf48faa96a","Merge pull request #155627 from microsoft/tyriar/153570","1"
"f07a6625863b643e0389dac0621818ac6df952bc","Merge pull request #155626 from microsoft/tyriar/153591","1"
"828993be96b56ef4d4b51e8b15c4c076a5191e37","Merge pull request #141726 from microsoft/joh/cellUri","1"
"f8aeb2013e6184b64bfd7455f5df6799c7c30a11","merge editor - use `basename` when invoked from CLI (#155614)","1"
"44e25ba96e244b10b1021e04b392bc761ea61d62","Merge branch 'main' into joh/cellUri","1"
"13d630d1f8a5e00f5db681ff4301f4f44531f756","Merge pull request #155604 from microsoft/tyriar/93241_cli","1"
"4b95a2d3edef09299f0f1626b08d8049a91f85dd","merge editor - fix regression with editor resolving (#155596)","1"
"54694499a05e470711387732ac7cf55c224bc3ba","Merge pull request #155524 from microsoft/tyriar/155336","1"
"a5412dc9d82c41b8c6e482b9f800a046cecc4bbd","Merge pull request #155534 from microsoft/tyriar/155402","1"
"c036f3257b99c7df81a9e8c07211bed55bf154ec","Merge remote-tracking branch 'origin' into electron-19.x.y","1"
"665487a3c522ed333fdc6e0174fc6fd7d8e91861","Merge pull request #155523 from microsoft/tyriar/153921","1"
"a567b593d52685075199f266c91e9bddc17a8589","introduce `--merge` to bring up merge editor (for #5770) (#155039)","1"
"93486fa234e1cca93cbf967b16c9b273a4dd4b15","Merge branch 'main' into etriebe/add_firstmatchcanbeweak_option","1"
"8bada27fdd5b7e7d601a435961a24c2b41cb4cfe","Merge pull request #155148 from microsoft/joh/double-barnacle","1"
"58402a0d9e649afb2e2357474636ff591c2c61d8","Merge pull request #155344 from microsoft/misolori/brilliant-unicorn","1"
"054a536dd2d3e1b63a196a5e8fb97e55e1d9c256","Merge pull request #155276 from microsoft/joh/cruel-hoverfly","1"
